session_id,user_id,age,platform,topic,persona,video_pause_density,video_rewind_density,video_rewind_distance_mean_s,video_same_segment_replay_count,video_forward_skip_density,video_forward_skip_distance_mean_s,video_slowdown_ratio,video_speedup_ratio,video_speed_change_count,video_completion_ratio,video_effective_watch_ratio,video_segment_coverage,video_pause_duration_mean_s,scroll_velocity_mean_px_s,scroll_velocity_std_px_s,scroll_reversal_rate,scroll_reversal_depth_mean_px,scroll_revisit_rate,scroll_concept_loop_count,scroll_reading_coverage,scroll_dwell_time_mean_s,scroll_dwell_time_variance_s,scroll_linear_reading_ratio,scroll_section_skip_count,scroll_reading_speed_wpm_estimate,typing_iki_mean_ms,typing_iki_std_ms,typing_iki_cv,typing_speed_cpm,typing_dwell_time_mean_ms,typing_dwell_time_std_ms,typing_flight_time_mean_ms,typing_flight_time_std_ms,typing_backspace_rate,typing_correction_burst_rate,typing_correction_burst_length_mean,typing_pause_before_typing_ms,typing_rhythm_entropy,typing_long_pause_rate,typing_acceleration,typing_error_correction_ratio,focus_loss_count,focus_loss_total_duration_s,focus_loss_ratio,focus_mean_loss_duration_s,focus_max_loss_duration_s,focus_rapid_tab_switch_rate,focus_return_latency_mean_s,focus_return_latency_std_s,focus_idle_ratio,focus_idle_bout_count,focus_active_engagement_ratio,focus_context_flag,quiz_score,quiz_first_attempt_accuracy,quiz_time_to_answer_mean_s,quiz_time_to_answer_std_s,quiz_time_to_answer_cv,quiz_hint_request_rate,quiz_max_hint_level_used,quiz_hint_dependency_ratio,quiz_answer_change_rate,quiz_confidence_mean,quiz_confidence_accuracy_correlation,quiz_confidence_mismatch,quiz_overconfidence_flag,quiz_underconfidence_flag,quiz_time_to_first_action_s,quiz_abandonment_rate,external_reference_count,external_llm_reference_count,external_search_reference_count,external_reference_site_count,external_time_ratio,external_llm_time_ratio,external_mean_duration_s,external_before_answer_rate,external_help_seeking_index,external_borrowed_knowledge_flag,personal_drift_zscore,confidence_gap,multi_modal_confusion_score,productive_struggle_score,unproductive_struggle_score,engagement_deviation,behavioral_instability_index,concept_loop_score,retention_risk_proxy,fatigue_proxy,comprehension_confidence,fatigue_label
session_01026,student_1026,18,LeetCode,DBMS,Focused Learner,0.993719,0.525772,10.021297,1.0,0.90246,22.673837,0.126663,0.076975,2.0,0.782589,0.899865,0.78963,14.568625,185.909429,248.170638,1.274597,125.649861,0.180241,1.0,0.714027,14.625665,43.591168,0.963802,0.0,110.696121,231.147057,150.622943,0.651633,238.499096,101.266727,38.602315,54.130446,74.248337,0.143638,0.681209,2.80245,1836.969301,0.780703,0.185949,19.936428,0.256013,1.0,0.0,0.016226,2.227774,1.83324,0.173394,6.901528,6.986084,0.154453,1.0,0.912164,1.0,0.990389,0.940059,22.236366,11.624233,0.522758,0.45343,0.0,0.054494,0.444491,0.770989,0.390109,-0.2194,0.0,0.0,11.467868,0.069426,1.0,0.0,1.0,1.0,0.065711,0.049168,5.988733,0.0,0.113688,0.0,1.087031,-0.2194,0.195367,0.233045,0.0,0.536729,0.148874,0.282303,0.115145,0.108655,0.8624,0
session_01027,student_1027,18,College LMS,Data Structures,Productive Struggler,1.454039,2.315508,28.672855,5.0,0.422364,11.491383,0.492719,0.0,5.0,0.942171,1.258849,0.98041,37.70937,234.897463,307.105321,3.976047,575.983228,0.729416,4.0,0.785317,34.436459,409.155067,0.681473,1.0,41.197216,400.1394,285.716082,0.714041,201.769682,147.282748,56.467031,95.151825,141.465031,0.281997,2.289509,6.207601,3248.909648,1.472062,0.316062,-28.784262,0.599399,2.0,17.962793,0.216015,3.55051,9.13345,0.0,4.555206,2.509054,0.193072,2.0,0.669171,1.0,0.755925,0.62485,53.060538,21.951454,0.413706,1.464877,2.0,0.477933,1.281438,0.734698,0.640236,-0.021227,0.0,0.0,17.147197,0.090561,3.0,2.0,1.0,1.0,0.195345,0.067237,27.111824,0.280366,0.333284,0.0,3.316602,-0.021227,0.610222,0.124449,0.0,-0.316626,0.222635,0.909805,0.342024,0.229568,0.6,0
session_01028,student_1028,20,LeetCode,Data Structures,Cognitively Fatigued Learner,1.611687,1.068391,32.367098,2.0,1.099615,26.011414,0.418387,0.121788,6.0,0.481907,0.774702,0.491758,46.490081,230.385475,494.571665,3.258075,392.26321,0.391924,5.0,0.410096,22.542915,375.153814,0.588998,3.0,86.693337,638.57567,395.338138,0.619094,84.111956,203.165761,77.652552,227.136965,171.43104,0.25158,1.676768,4.684043,3729.629703,1.499366,0.468822,-25.826893,0.470159,5.0,23.879761,0.4268,11.916891,28.607087,2.583509,18.435531,23.446491,0.297587,3.0,0.479147,1.0,0.448099,0.283301,42.519341,16.309248,0.383572,0.792447,0.0,0.060673,1.385102,0.429481,0.727532,-0.018618,0.0,0.0,19.698698,0.152131,4.0,0.0,0.0,0.0,0.209743,0.108495,10.774366,0.19227,0.204831,0.0,3.836272,-0.018618,0.475745,0.0,0.0,-0.873151,0.259752,0.686197,0.457501,0.361421,0.4897,1
session_01029,student_1029,18,GeeksForGeeks,Machine Learning,Distracted Learner,1.316899,1.121285,19.367273,2.0,2.373551,47.29596,0.321155,0.349872,8.0,0.414684,0.635275,0.268995,30.389691,949.612084,1069.700309,4.248989,584.579917,0.477746,3.0,0.136593,23.188549,322.346445,0.484408,6.0,273.440185,450.526201,277.677634,0.616341,223.677622,118.731159,48.726493,90.69486,109.289277,0.250057,1.760043,4.098396,2338.755384,1.381994,0.288982,-20.989273,0.463363,7.0,49.395048,0.834418,35.404931,49.228483,7.468748,36.165479,36.951386,0.375502,2.0,0.08479,1.0,0.502991,0.388501,39.247705,16.473237,0.419725,0.897164,1.0,0.244546,1.665438,0.694966,0.546834,0.191975,0.0,0.0,18.728857,0.329612,2.0,1.0,1.0,0.0,0.10074,0.080714,22.832458,0.229826,0.259473,0.0,3.925322,0.191975,0.523191,0.0,0.111046,-2.089441,0.309635,0.714804,0.49521,0.454449,0.4371,0
session_01030,student_1030,18,GeeksForGeeks,Algorithms,Cramming Learner,1.83808,2.683015,42.313708,5.0,0.493001,6.869191,0.467148,0.0,5.0,0.96265,1.455884,0.937172,30.420058,94.087375,478.869007,5.173843,814.918853,0.731822,6.0,0.972177,38.063582,531.122809,0.463839,2.0,132.109789,409.689352,297.934784,0.727221,194.411441,156.206278,34.252911,131.841269,148.435721,0.334222,1.978547,6.963464,3162.659918,1.457109,0.286456,-45.01548,0.701174,2.0,13.369858,0.156762,8.675967,18.03372,1.668779,9.199142,11.454155,0.131889,2.0,0.792239,1.0,0.701174,0.465246,63.025311,30.983327,0.491601,0.773184,1.0,0.038499,1.833569,0.706276,0.776031,0.005102,0.0,0.0,20.582925,0.123181,0.0,0.0,0.0,0.0,0.119096,0.057175,29.588266,0.18229,0.172292,0.0,3.967917,0.005102,0.654213,0.002814,0.003669,0.502921,0.280567,0.910607,0.302118,0.193773,0.6542,0
session_01031,student_1031,18,College LMS,Computer Networks,Focused Learner,0.954691,0.65037,14.128969,2.0,0.208351,5.843285,0.283153,0.160438,3.0,0.914818,0.990641,0.879999,13.462003,294.171669,128.492418,0.759126,168.304484,0.297219,3.0,0.955044,10.132748,198.735511,0.731026,2.0,185.670331,226.074317,150.949565,0.667699,213.43271,89.514877,34.716691,91.36362,68.907504,0.040436,0.728233,2.990964,637.940873,0.773096,0.108285,75.844481,0.252842,2.0,6.404396,0.062506,3.071175,2.595389,0.872066,10.266104,4.615406,0.117466,1.0,0.919005,1.0,0.887748,0.833192,27.638088,11.151663,0.403489,0.004972,0.0,0.044798,0.546969,0.847348,0.617546,-0.0404,0.0,0.0,5.905822,0.026478,3.0,1.0,0.0,0.0,0.019037,0.0,7.464219,0.070552,0.070585,0.0,1.756016,-0.0404,0.300957,0.239798,0.0,0.854604,0.155766,0.654629,0.142789,0.104752,0.8098,0
session_01032,student_1032,22,GeeksForGeeks,Algorithms,Productive Struggler,1.765637,2.690631,45.005795,5.0,0.323559,5.117563,0.568086,0.079671,7.0,0.785005,1.175265,0.801948,36.500991,249.729694,435.355278,5.065457,753.916878,0.689778,6.0,0.82206,30.961831,484.534677,0.645703,2.0,89.740694,457.406489,359.171042,0.785234,192.456185,129.402221,54.56528,155.764476,153.867829,0.355413,1.988926,6.733553,4460.841343,1.603517,0.488595,-29.168192,0.643777,0.0,0.0,0.044225,4.43183,6.515413,0.0,4.944709,5.125029,0.237888,1.0,0.891934,1.0,0.695318,0.431735,55.608691,26.362111,0.474065,1.559709,2.0,0.750072,1.656535,0.635215,0.801357,-0.060103,0.0,0.0,18.274818,0.060225,4.0,1.0,1.0,1.0,0.235957,0.111146,80.054421,0.338535,0.589633,0.0,2.891571,-0.060103,0.656621,0.0,0.0,0.61635,0.267999,0.896593,0.448341,0.176212,0.6042,0
session_01033,student_1033,24,Coursera,Algorithms,Cognitively Fatigued Learner,1.503382,1.705154,27.904761,3.0,1.11402,15.299996,0.455195,0.120759,7.0,0.590374,0.785114,0.572421,35.262716,265.813278,624.386624,3.345512,613.842403,0.437241,3.0,0.589309,35.534852,465.766991,0.660286,2.0,144.174573,600.673095,401.258217,0.668014,156.975781,200.67791,65.378024,156.622533,120.708913,0.312631,2.072602,6.29206,3365.222789,1.548194,0.584373,-19.108745,0.462439,2.0,16.954089,0.19332,8.008759,10.307123,0.0,12.205641,10.991318,0.369525,3.0,0.687308,1.0,0.321947,0.170878,52.642743,23.285229,0.442326,1.071992,1.0,0.426026,1.857804,0.54582,0.390505,0.223873,0.0,0.0,18.99361,0.217966,4.0,0.0,1.0,0.0,0.138912,0.098494,28.048071,0.14524,0.315485,0.0,4.042633,0.223873,0.595032,0.0,0.145286,-0.09452,0.279518,0.812414,0.548017,0.29631,0.3623,1
session_01034,student_1034,22,YouTube,DBMS,Distracted Learner,0.832395,1.351031,26.911416,2.0,2.170029,28.525797,0.191402,0.354603,5.0,0.422195,0.712723,0.362316,20.872957,715.126322,898.3637,3.366371,355.97225,0.273167,1.0,0.240096,21.567069,262.114619,0.54965,5.0,279.269591,241.890932,144.751975,0.598418,238.416001,93.173681,34.016373,135.274104,72.845606,0.190388,1.010735,4.631359,2013.677652,0.873974,0.24308,-12.588065,0.290547,8.0,44.459306,0.661276,20.806567,40.852866,5.008633,24.192257,31.789404,0.195568,3.0,0.267293,1.0,0.435497,0.348121,25.372384,17.331198,0.683073,1.232798,2.0,0.166584,1.395196,0.565047,0.672822,0.12955,0.0,0.0,14.9175,0.334647,3.0,0.0,2.0,0.0,0.100701,0.037667,30.014686,0.164549,0.427055,0.0,2.830213,0.12955,0.360814,0.0,0.054271,-1.040455,0.286409,0.424389,0.451316,0.328203,0.4716,0
session_01035,student_1035,18,Coursera,Computer Networks,Cramming Learner,1.631903,2.221939,40.304519,3.0,0.565101,11.283415,0.443015,0.119546,3.0,0.828332,0.972477,0.863292,29.207914,184.803315,366.292534,3.833793,714.111886,0.599381,3.0,0.784336,30.000022,409.188693,0.551536,0.0,124.643284,396.552334,276.423527,0.697067,229.80792,140.404916,37.541749,123.705704,147.617365,0.302931,2.204397,5.672632,2872.675305,1.443435,0.222512,41.906109,0.459491,0.0,13.011207,0.222554,1.548165,27.55262,1.398971,8.088334,8.952426,0.105885,1.0,0.797081,1.0,0.654187,0.554145,47.161224,15.099957,0.320177,0.942913,0.0,0.330673,1.43095,0.743129,0.524496,0.088942,0.0,0.0,20.596212,0.069034,2.0,0.0,1.0,0.0,0.147014,0.05045,24.777079,0.152444,0.213655,0.0,3.026622,0.088942,0.603234,0.0,0.059003,1.082815,0.22654,0.86646,0.358139,0.191443,0.65,0
session_01036,student_1036,20,GeeksForGeeks,DBMS,Focused Learner,0.893866,1.55686,22.060845,2.0,0.584178,12.234077,0.197132,0.074274,4.0,0.802174,0.839081,0.724093,22.900291,133.51837,212.567516,1.974287,512.761701,0.437891,2.0,0.714324,23.090482,248.194214,0.67941,2.0,40.0,378.786909,241.080286,0.636454,190.442566,132.302026,51.90554,92.776142,58.575587,0.232758,1.292534,4.536691,1604.381759,1.225086,0.148978,49.16007,0.291123,1.0,14.278987,0.189526,4.883079,4.427454,0.857601,8.834363,6.248783,0.15599,0.0,0.717709,1.0,0.87386,0.817378,36.160468,16.67568,0.461158,0.562431,0.0,0.171945,0.452882,0.829293,0.746801,-0.044567,0.0,0.0,14.457368,0.0,1.0,0.0,0.0,1.0,0.002139,0.049447,22.8551,0.004601,0.07237,0.0,2.016988,-0.044567,0.36561,0.237923,0.0,0.333653,0.183912,0.590408,0.214911,0.200391,0.8,0
session_01037,student_1037,23,College LMS,Algorithms,Productive Struggler,1.011411,1.608266,43.283676,3.0,0.643489,10.712282,0.549226,0.020829,5.0,0.775802,1.033185,0.766562,31.505501,424.926518,370.185266,3.948388,629.201967,0.48468,4.0,0.896845,24.89583,425.180185,0.580627,1.0,155.738721,345.562508,253.422791,0.733363,155.453452,97.495652,45.903812,162.671277,89.651811,0.227715,1.820598,5.168145,2269.889629,1.264675,0.225581,-22.014004,0.475094,2.0,12.458474,0.317339,14.768995,26.60686,1.119646,9.857071,14.520796,0.122693,1.0,0.623415,1.0,0.668317,0.539388,53.092306,20.416915,0.384555,1.188646,2.0,0.328941,1.511568,0.664025,0.789377,-0.004292,0.0,0.0,12.657839,0.110388,3.0,2.0,1.0,1.0,0.12947,0.03148,47.449836,0.291762,0.406474,0.0,3.435851,-0.004292,0.557978,0.0,0.0,0.319926,0.244032,0.828227,0.346607,0.218517,0.6,0
session_01038,student_1038,21,NPTEL,Mathematics,Cognitively Fatigued Learner,1.18504,1.300667,25.771894,1.0,1.122349,13.237398,0.226896,0.135979,3.0,0.43077,0.667086,0.32821,40.206062,395.31117,239.167625,1.667874,389.8812,0.320816,1.0,0.444812,32.821823,359.835534,0.732381,3.0,121.320915,700.81042,409.39879,0.584179,179.731025,208.922915,65.348929,232.211742,109.81972,0.193706,1.631786,5.272965,2513.315055,1.340367,0.445712,-40.046467,0.364601,2.0,19.584195,0.285435,8.302211,8.571634,0.0,11.772542,13.117134,0.273402,3.0,0.618695,1.0,0.30661,0.136872,45.479828,14.276661,0.313912,1.103675,1.0,0.440039,1.136177,0.28024,0.920354,-0.02637,0.0,0.0,14.623758,0.169764,5.0,0.0,1.0,0.0,0.250648,0.104126,38.168983,0.281708,0.426801,0.0,2.783879,-0.02637,0.306256,0.0,0.080699,-0.069943,0.213743,0.329161,0.53604,0.318849,0.4325,1
session_01039,student_1039,20,GeeksForGeeks,Physics,Distracted Learner,0.990383,0.345828,16.378363,1.0,2.416252,45.210555,0.219016,0.412687,2.0,0.473541,0.503364,0.314973,21.262782,774.915007,930.401551,2.316849,171.941587,0.232933,1.0,0.25946,24.15242,240.300438,0.736979,5.0,240.332726,312.868376,216.940705,0.693393,189.822716,125.180463,46.60371,108.001993,85.361995,0.14627,1.339341,4.255351,1548.213384,0.937861,0.241387,45.442546,0.275952,8.0,43.025619,0.647192,16.500473,47.536477,6.297018,27.281384,32.244777,0.274316,2.0,0.280847,1.0,0.379629,0.377592,23.701233,9.327638,0.393551,1.246666,1.0,0.443088,0.934393,0.526815,0.707577,0.147186,0.0,0.0,5.417657,0.354198,0.0,3.0,2.0,1.0,0.180497,0.105299,46.267848,0.318377,0.272304,0.0,2.362173,0.147186,0.277156,0.0,0.046817,-1.980394,0.275475,0.299867,0.481622,0.359321,0.4606,0
session_01040,student_1040,20,YouTube,Mathematics,Cramming Learner,1.079831,2.110659,38.472349,3.0,0.705131,10.099007,0.49576,0.188926,5.0,0.796411,0.977045,0.77354,16.956207,326.129856,370.477397,3.100905,819.885101,0.429697,4.0,0.700053,28.770785,349.476196,0.567042,2.0,171.08127,209.611814,169.722619,0.8097,155.771228,99.188067,33.798751,66.414613,52.91816,0.214606,1.591583,4.221619,2567.727783,0.914888,0.146336,37.083192,0.446239,4.0,16.405268,0.309501,16.329653,22.230413,1.287307,4.248572,12.172559,0.095771,1.0,0.7341,1.0,0.85413,0.650162,36.331724,16.326384,0.44937,1.597984,2.0,0.314569,0.988189,0.706278,0.704869,-0.147853,0.0,0.0,10.392546,0.069989,1.0,0.0,0.0,0.0,0.218114,0.079401,35.672914,0.289776,0.323131,0.0,2.486784,-0.147853,0.515354,0.308534,0.0,0.961103,0.231563,0.809899,0.298489,0.176536,0.7855,0
session_01041,student_1041,22,LeetCode,Data Structures,Focused Learner,0.293007,0.0,5.085559,2.0,0.551264,13.144196,0.01024,0.228247,2.0,0.770445,0.758192,0.724039,17.189412,150.782882,122.997202,0.801198,140.298224,0.029351,0.0,0.713246,9.097816,35.062617,0.888298,0.0,134.322698,244.338051,109.07314,0.446403,231.791997,109.098499,8.760168,39.077793,90.989627,0.082172,0.385211,1.257982,1109.543489,0.44025,0.063572,-2.210761,0.104658,3.0,0.0,0.081939,6.263071,5.248079,1.72199,4.196919,6.755194,0.024704,0.0,0.899987,1.0,0.927777,0.903589,11.523031,4.417735,0.383383,0.0,0.0,0.0,0.0,0.818215,0.761624,-0.109561,0.0,0.0,7.41308,0.05267,0.0,0.0,0.0,0.0,0.018473,0.0,0.0,0.0,0.028395,0.0,0.535207,-0.109561,0.113254,0.12493,0.0,1.102286,0.104363,0.232006,0.110499,0.10026,0.8864,0
session_01042,student_1042,20,LeetCode,Computer Networks,Productive Struggler,2.482556,2.398509,29.037995,5.0,0.693543,0.150814,0.34855,0.110365,6.0,0.872116,1.228274,0.813066,39.228826,392.794678,440.224524,4.610124,592.111559,0.611042,4.0,0.817236,36.107752,600.488045,0.594009,2.0,103.173219,589.430595,449.945971,0.763357,164.554965,192.27114,81.70352,227.218958,137.153926,0.327897,1.76394,6.728667,3758.842994,1.573825,0.447776,-62.39278,0.448339,4.0,23.227586,0.323788,17.055318,24.096335,2.200388,16.1149,6.736171,0.255599,2.0,0.526691,1.0,0.684794,0.514704,52.291227,25.263928,0.483139,1.587783,1.0,0.399005,1.557397,0.648211,0.650151,-0.036583,0.0,0.0,16.759189,0.139113,2.0,3.0,0.0,1.0,0.173271,0.083536,47.357523,0.278357,0.41519,0.0,3.580058,-0.036583,0.597055,0.0,0.0,-0.392246,0.298613,0.870347,0.388373,0.326154,0.6,0
session_01043,student_1043,21,YouTube,Operating Systems,Cognitively Fatigued Learner,1.924974,1.656732,31.442413,3.0,1.111435,12.180558,0.414047,0.090771,2.0,0.554692,0.821307,0.516204,35.799272,169.374764,526.52447,3.93242,768.73447,0.701576,3.0,0.57029,36.887442,575.008067,0.630051,2.0,122.00704,708.268995,494.293856,0.69789,109.22031,194.323527,91.761109,225.213607,163.953034,0.267289,2.192459,5.47856,4044.246657,1.700449,0.488404,-87.762374,0.556115,1.0,18.347618,0.286531,8.157311,15.096541,1.359202,15.490459,17.707659,0.371208,3.0,0.666291,1.0,0.205967,0.0,55.429953,25.692528,0.463513,1.186973,1.0,0.440034,1.819583,0.329524,0.647566,0.123557,0.0,0.0,20.899449,0.277896,4.0,2.0,2.0,1.0,0.19844,0.049821,27.466913,0.248577,0.241014,0.0,3.507432,0.123557,0.609786,0.0,0.32383,-0.323213,0.312929,0.900525,0.610264,0.330229,0.3101,1
session_01044,student_1044,22,NPTEL,Machine Learning,Distracted Learner,1.183142,1.287902,20.819694,4.0,2.621362,27.867365,0.118226,0.321139,5.0,0.287115,0.430607,0.211259,17.837751,557.166712,707.401046,3.214189,466.251943,0.369264,3.0,0.08617,18.714969,256.424872,0.629114,7.0,301.888292,348.387886,179.347407,0.514792,186.952845,139.416832,41.969992,77.649961,97.584664,0.224958,1.403328,4.650387,2181.622883,0.996746,0.104575,-5.486345,0.38411,6.0,38.150643,0.65377,20.806023,35.413062,5.237387,27.504386,31.017679,0.203266,2.0,0.286527,1.0,0.443,0.385173,38.683241,9.964179,0.257584,0.880435,0.0,0.15903,1.351723,0.577539,0.670653,0.134539,0.0,0.0,7.960867,0.310912,2.0,1.0,2.0,1.0,0.096603,0.073703,25.730568,0.221107,0.312472,0.0,2.564979,0.134539,0.478357,0.0,0.076284,-0.668871,0.228827,0.789755,0.493824,0.352202,0.4491,0
session_01045,student_1045,20,YouTube,DBMS,Cramming Learner,1.673858,2.349016,41.347053,5.0,0.475696,0.449869,0.506548,0.064663,4.0,0.800444,1.243382,0.800236,29.16281,391.729557,319.512272,4.45128,883.815519,0.592648,5.0,0.799634,30.408466,570.909925,0.591062,2.0,48.609178,498.845624,339.88789,0.681349,220.246947,146.223114,36.546024,113.062165,128.552276,0.272363,1.694275,6.452181,3426.535023,1.523253,0.335236,-30.095214,0.564233,6.0,18.592706,0.267996,9.397981,15.728203,1.377377,8.524817,15.191783,0.308623,1.0,0.607236,1.0,0.780787,0.705458,57.002328,20.189118,0.354181,0.596656,0.0,0.099306,1.493862,0.593889,0.565493,-0.186898,0.0,0.0,18.441422,0.153057,1.0,1.0,0.0,0.0,0.1673,0.0,2.758986,0.090334,0.0,0.0,3.596236,-0.186898,0.591832,0.177541,0.0,0.222809,0.268068,0.864216,0.292019,0.280199,0.6689,0
session_01046,student_1046,24,College LMS,Physics,Focused Learner,0.717797,0.689308,13.547378,1.0,0.173684,27.571972,0.086256,0.169358,0.0,1.0,0.965872,1.0,11.144551,379.508399,318.768373,1.353052,141.436226,0.09172,1.0,0.968145,17.359396,237.659652,0.780849,1.0,104.446227,467.688151,165.266707,0.353369,193.657345,124.070833,41.462064,106.118764,85.390118,0.098955,0.334664,3.475466,944.651021,0.587422,0.189532,-62.221275,0.081694,2.0,16.4992,0.211011,7.962664,25.775178,0.366113,8.611255,7.952642,0.18421,2.0,0.789547,1.0,0.885513,0.826159,11.443599,13.85761,1.210949,0.628929,1.0,0.208775,0.703553,0.834157,0.333998,-0.051356,0.0,0.0,8.085871,0.079466,1.0,2.0,0.0,2.0,0.033823,0.006859,39.344409,0.104416,0.228649,0.0,1.336319,-0.051356,0.1752,0.137173,0.0,0.740572,0.225752,0.252796,0.15233,0.195049,0.8,0
session_01047,student_1047,20,Coursera,Machine Learning,Productive Struggler,1.351312,2.130244,38.405757,4.0,0.383668,14.897453,0.419492,0.0,3.0,0.934202,1.208983,0.846606,26.277662,267.261159,512.386351,2.991917,632.32349,0.585601,4.0,0.914496,27.491043,333.900323,0.739666,0.0,107.962542,333.239588,249.449429,0.748559,239.536023,105.239836,14.972437,116.649619,131.389228,0.193864,1.675218,5.666428,3015.910721,1.227183,0.359852,-38.63659,0.586718,2.0,9.105783,0.155055,5.322613,20.492767,0.0,3.539634,0.630944,0.173806,1.0,0.764985,1.0,0.752026,0.56088,38.099146,20.460612,0.537036,1.263545,2.0,0.484102,1.184944,0.79881,0.548,0.046784,0.0,0.0,17.691073,0.07901,2.0,1.0,0.0,0.0,0.268977,0.106464,32.481443,0.343179,0.486508,0.0,3.214447,0.046784,0.531769,0.10535,0.02842,0.698359,0.233329,0.861867,0.337015,0.177617,0.6774,0
session_01048,student_1048,21,Coursera,Mathematics,Cognitively Fatigued Learner,1.288545,0.699538,24.666468,2.0,1.131929,11.128879,0.183164,0.180022,3.0,0.482289,0.770948,0.516682,53.787833,86.835949,504.562203,2.646589,379.193255,0.365713,2.0,0.491941,42.268768,414.102844,0.72635,3.0,56.345698,861.710604,510.612797,0.592557,138.394323,265.444194,96.229916,248.752625,191.61961,0.152167,1.67299,6.133295,2692.781295,1.906017,0.664098,-31.506584,0.42811,5.0,16.770193,0.355895,16.087559,19.095781,0.40357,17.297523,22.397046,0.444789,2.0,0.509027,1.0,0.304072,0.165564,40.582114,23.553403,0.580389,0.907716,1.0,0.350106,1.587902,0.422853,0.44441,0.118782,0.0,0.0,20.112077,0.16988,2.0,1.0,2.0,2.0,0.209983,0.059296,38.080257,0.218041,0.351666,0.0,3.374242,0.118782,0.39733,0.0,0.112976,-0.9959,0.290136,0.566349,0.546288,0.418118,0.3459,1
session_01049,student_1049,19,LeetCode,Machine Learning,Distracted Learner,1.368948,1.726727,30.625066,3.0,2.441019,44.932638,0.406947,0.290843,6.0,0.359399,0.581735,0.205903,22.333732,820.992722,815.749218,5.221387,576.734975,0.677528,3.0,0.235347,22.219687,420.180356,0.473391,7.0,222.698794,247.641477,154.815763,0.625161,208.030666,118.963189,20.001962,122.813233,103.73378,0.256386,1.527837,4.439873,2283.45995,1.161544,0.132478,-16.168867,0.386279,9.0,45.686447,0.737085,24.189634,43.903338,5.80721,26.59882,34.426387,0.217986,2.0,0.240895,1.0,0.524285,0.281266,48.296065,16.748317,0.346784,1.406897,2.0,0.465831,1.152167,0.572343,0.58392,0.048058,0.0,0.0,13.098448,0.238905,4.0,0.0,1.0,1.0,0.237332,0.051051,68.189674,0.358889,0.49252,0.0,3.239321,0.048058,0.575422,0.0,0.030355,-1.37366,0.287501,0.892509,0.548569,0.358888,0.4581,0
session_01050,student_1050,22,College LMS,Physics,Cramming Learner,2.044919,2.527214,37.67691,6.0,0.045044,2.083481,0.502575,0.102202,8.0,0.925221,1.345511,0.891551,34.970053,115.722286,597.445623,3.990041,828.239378,0.739041,4.0,0.747586,28.968134,469.76139,0.443358,0.0,99.38797,484.670341,406.683081,0.839092,118.670453,146.254695,63.381525,185.65424,171.98827,0.40388,1.893036,7.733775,3899.448337,1.906123,0.498286,-26.797515,0.655161,3.0,20.211542,0.325355,17.485081,19.180305,0.826858,8.626028,15.561095,0.210701,2.0,0.559128,1.0,0.64195,0.415203,61.457392,27.776878,0.45197,1.831121,2.0,0.584996,1.766318,0.770657,0.708682,0.128707,0.0,0.0,22.831412,0.15709,3.0,1.0,1.0,1.0,0.237032,0.087772,43.418101,0.357164,0.38962,0.0,4.28745,0.128707,0.656832,0.0,0.088436,-0.23939,0.299871,0.913014,0.429264,0.285852,0.65,0
session_01051,student_1051,20,College LMS,Computer Networks,Focused Learner,0.8834,0.60176,18.168044,2.0,0.732134,8.821203,0.101667,0.152147,3.0,0.896953,1.063597,0.875716,15.709824,251.802186,230.611146,1.293788,152.657758,0.137343,2.0,0.826555,20.969387,151.247927,0.840172,2.0,111.045751,355.785287,190.79373,0.536261,172.202804,168.578318,35.88065,156.505624,52.231108,0.077452,0.58386,2.577494,839.317942,0.965665,0.243002,20.499964,0.248225,2.0,0.115605,0.02249,0.608905,11.03154,0.439985,16.514689,6.792653,0.117255,1.0,0.959312,1.0,0.893347,0.801208,28.903952,12.224698,0.422942,0.013215,0.0,0.087537,0.466481,0.891679,0.761568,-0.001668,0.0,0.0,6.315912,0.133762,0.0,2.0,1.0,1.0,0.028918,0.033254,10.791074,0.026194,0.006594,0.0,1.746258,-0.001668,0.241334,0.210616,0.0,1.647118,0.152494,0.490225,0.159106,0.131813,0.8403,0
session_01052,student_1052,21,YouTube,Data Structures,Productive Struggler,1.656317,1.206358,27.130663,3.0,0.723855,20.140316,0.335499,0.205053,5.0,0.812955,1.094261,0.793795,36.580987,234.99166,425.111429,4.415696,432.42946,0.379465,3.0,0.822544,28.905784,404.490454,0.49647,2.0,187.873073,557.075063,347.268811,0.623379,164.813358,164.286059,69.916801,144.106717,134.733762,0.268978,1.775354,4.901194,2875.182531,1.57663,0.396319,-17.739869,0.482099,1.0,12.327183,0.257935,12.333746,10.67939,2.044762,15.866234,16.3565,0.26439,2.0,0.679571,1.0,0.774606,0.55765,47.891802,16.128537,0.33677,1.151315,1.0,0.400599,1.318114,0.721053,0.713966,-0.053553,0.0,0.0,15.456161,0.110431,2.0,1.0,2.0,0.0,0.095682,0.05458,37.890632,0.310174,0.294818,0.0,2.686333,-0.053553,0.52613,0.153477,0.0,-0.138737,0.242,0.793155,0.355589,0.270583,0.659,0
